t_hour,day,hour,temp_C,rh_pct,soil_pct,co2_ppm
1271,53,23,26.85,81.84,41.18,726.8
1272,54,0,27.34,81.11,40.35,657.7
1273,54,1,28.31,78.47,41.6,656.1
1274,54,2,28.73,75.31,37.3,595.3
1275,54,3,29.44,64.59,36.47,587.2
1276,54,4,29.66,69.43,35.51,574.1
1277,54,5,30.85,65.44,39.0,579.7
1278,54,6,30.98,71.57,40.07,554.7
1279,54,7,30.55,67.41,38.06,534.1
1280,54,8,30.62,66.7,37.94,554.2
1281,54,9,28.68,62.96,42.16,563.5
1282,54,10,26.88,68.37,44.52,556.5
1283,54,11,26.54,69.61,43.6,637.5
1284,54,12,25.64,71.48,,644.6
1285,54,13,24.81,72.69,44.97,650.2
1286,54,14,23.21,80.39,45.05,676.2
1287,54,15,22.53,86.89,42.73,735.9
1288,54,16,23.02,95.55,42.6,699.1
1289,54,17,22.94,95.07,46.44,747.0
1290,54,18,22.72,96.55,46.12,729.5
1291,54,19,22.49,92.35,46.13,736.4
1292,54,20,22.62,90.47,46.34,710.3
1293,54,21,22.17,87.18,50.41,745.8
1294,54,22,23.32,86.23,49.38,720.6
1295,54,23,24.83,86.15,50.41,670.6
1296,55,0,25.1,85.3,47.78,631.7
1297,55,1,25.97,78.57,45.98,603.8
1298,55,2,26.56,77.97,44.87,579.6
1299,55,3,27.18,74.38,42.32,565.3
1300,55,4,28.16,70.72,41.28,544.2
1301,55,5,27.76,66.94,42.7,496.0
1302,55,6,28.61,64.86,40.81,487.1
1303,55,7,29.11,70.88,40.97,510.6
1304,55,8,28.71,72.92,42.8,507.3
1305,55,9,26.97,75.38,41.65,546.8
1306,55,10,25.99,77.22,44.71,573.0
1307,55,11,26.02,87.85,45.63,596.7
1308,55,12,23.77,94.47,46.14,658.7
1309,55,13,22.98,,43.02,642.6
1310,55,14,21.8,96.39,43.5,658.1
1311,55,15,21.78,97.99,45.39,719.1
1312,55,16,21.06,100.0,49.71,783.8
1313,55,17,21.13,98.84,51.07,846.0
1314,55,18,21.44,100.0,53.18,836.8
1315,55,19,22.57,100.0,50.15,831.6
1316,55,20,22.75,97.32,49.3,827.5
1317,55,21,23.49,91.18,50.95,826.6
1318,55,22,23.48,86.7,47.96,793.2
1319,55,23,25.1,82.0,48.75,772.2
1320,56,0,25.69,84.47,48.82,736.2
1321,56,1,26.47,83.17,47.86,702.4
1322,56,2,27.49,81.65,45.75,635.1
1323,56,3,27.59,76.75,42.57,592.4
1324,56,4,28.55,72.71,45.34,553.2
1325,56,5,29.57,66.26,45.71,507.5
1326,56,6,29.86,68.07,45.68,463.1
1327,56,7,28.91,69.75,44.4,463.6
1328,56,8,28.59,74.66,44.41,476.4
1329,56,9,28.45,75.54,44.96,505.5
1330,56,10,26.7,77.52,46.17,550.0
1331,56,11,25.4,81.07,48.14,586.4
1332,56,12,25.08,87.05,47.04,612.7
1333,56,13,24.3,85.69,44.78,623.2
1334,56,14,23.62,91.3,45.88,679.4
1335,56,15,23.74,93.88,43.15,702.9
1336,56,16,23.16,92.68,43.44,712.5
1337,56,17,22.9,87.94,43.14,722.6
1338,56,18,23.9,,44.65,711.4
1339,56,19,23.49,93.32,48.72,
1340,56,20,23.15,96.94,44.25,679.6
1341,56,21,23.81,95.08,48.39,660.9
1342,56,22,24.66,97.26,46.83,
1343,56,23,25.16,92.26,46.37,644.9
1344,57,0,25.57,90.14,42.25,654.2
1345,57,1,27.77,83.59,43.26,649.0
1346,57,2,28.67,77.43,42.22,660.7
1347,57,3,28.93,71.58,41.11,635.3
1348,57,4,29.92,62.63,,615.4
1349,57,5,30.1,65.38,36.48,576.9
1350,57,6,29.98,62.82,38.25,583.0
1351,57,7,30.05,61.04,37.93,558.7
1352,57,8,28.88,59.37,40.74,526.2
1353,57,9,28.45,61.89,43.45,582.3
1354,57,10,28.57,71.01,42.6,569.2
1355,57,11,27.64,80.9,46.52,608.0
1356,57,12,26.2,79.03,47.1,614.5
1357,57,13,24.78,81.75,47.74,674.7
1358,57,14,23.56,82.31,48.44,731.9
1359,57,15,22.6,88.78,48.96,762.3
1360,57,16,21.79,92.01,43.92,804.0
1361,57,17,21.9,91.47,44.09,804.2
1362,57,18,20.85,92.31,41.66,853.9
1363,57,19,21.55,90.43,45.19,851.4
1364,57,20,21.78,93.99,48.0,799.5
1365,57,21,22.65,92.85,48.78,770.7
1366,57,22,22.92,91.19,47.04,732.0
1367,57,23,24.66,78.83,43.71,688.8
1368,58,0,26.27,75.05,41.25,610.4
1369,58,1,27.63,77.7,44.12,590.2
1370,58,2,27.61,77.54,41.39,526.1
1371,58,3,28.82,67.96,35.65,442.9
1372,58,4,29.55,64.46,,428.6
1373,58,5,29.02,59.31,39.99,410.4
1374,58,6,29.2,64.32,42.91,398.4
1375,58,7,29.29,65.27,44.54,380.0
1376,58,8,29.16,64.12,46.61,380.0
1377,58,9,28.56,66.56,46.45,392.8
1378,58,10,27.81,61.79,42.29,422.5
1379,58,11,27.5,63.03,42.97,481.1
1380,58,12,26.86,68.18,44.93,562.4
1381,58,13,24.1,75.59,45.28,614.2
1382,58,14,23.02,73.95,45.54,673.5
1383,58,15,22.18,,44.15,726.2
1384,58,16,20.74,83.68,42.71,715.7
1385,58,17,20.62,81.48,46.92,739.0
1386,58,18,21.28,83.77,50.55,766.5
1387,58,19,20.89,84.32,49.8,746.5
1388,58,20,21.57,88.7,49.41,712.1
1389,58,21,21.81,85.65,46.26,707.0
1390,58,22,22.44,82.11,46.4,643.6
1391,58,23,24.32,81.19,48.54,591.8
1392,59,0,25.07,73.13,43.71,551.7
1393,59,1,26.38,68.88,43.25,540.9
1394,59,2,,64.22,42.94,523.3
1395,59,3,28.34,61.14,42.68,528.5
1396,59,4,29.23,61.74,44.78,486.0
1397,59,5,29.44,61.96,47.62,452.7
1398,59,6,29.8,59.06,45.85,467.9
1399,59,7,28.85,60.11,46.33,455.4
1400,59,8,29.1,66.13,45.86,458.0
1401,59,9,28.22,65.52,44.27,437.8
1402,59,10,27.26,68.92,44.89,482.9
1403,59,11,26.05,71.77,46.47,560.3
1404,59,12,24.76,75.35,47.15,568.2
1405,59,13,24.17,74.26,45.66,630.8
1406,59,14,23.33,82.62,45.18,659.6
1407,59,15,22.81,83.34,44.71,641.5
1408,59,16,22.08,89.01,43.41,645.9
1409,59,17,21.87,88.45,44.37,643.8
1410,59,18,21.41,87.13,45.22,651.8
1411,59,19,22.62,90.51,46.84,669.5
1412,59,20,21.97,91.77,44.34,711.7
1413,59,21,23.18,89.46,42.37,656.6
1414,59,22,24.53,88.06,44.6,624.8
1415,59,23,24.79,82.78,42.94,579.6
1416,60,0,26.81,78.27,41.67,525.4
1417,60,1,28.01,71.87,40.01,508.7
1418,60,2,29.09,70.73,41.09,489.6
1419,60,3,29.54,65.0,42.17,427.7
1420,60,4,29.75,66.83,43.14,422.8
1421,60,5,29.81,63.63,42.0,392.3
1422,60,6,29.98,62.63,39.39,402.9
1423,60,7,30.37,64.91,42.9,450.9
1424,60,8,29.78,65.75,44.19,479.9
1425,60,9,28.44,66.59,42.99,506.4
1426,60,10,27.92,69.12,45.93,519.8
1427,60,11,27.25,75.01,44.87,553.8
1428,60,12,26.31,76.2,47.97,601.6
1429,60,13,25.4,79.32,50.99,644.4
1430,60,14,24.02,82.67,48.94,669.1
1431,60,15,22.54,88.09,50.06,698.3
1432,60,16,21.4,89.62,51.35,682.7
1433,60,17,20.22,96.07,56.0,679.7
1434,60,18,20.39,95.04,53.24,707.0
1435,60,19,20.62,92.93,54.84,726.1
1436,60,20,20.9,90.21,53.18,715.0
1437,60,21,20.19,83.3,48.88,731.3
1438,60,22,20.8,77.05,46.99,712.2
1439,60,23,22.76,72.18,45.31,669.5
1440,61,0,23.71,72.18,41.5,602.2
1441,61,1,25.18,68.2,40.71,606.6
1442,61,2,25.62,63.14,41.26,591.2
1443,61,3,27.44,63.88,40.34,603.4
1444,61,4,28.07,65.86,38.06,625.1
1445,61,5,28.69,67.3,36.96,561.3
1446,61,6,30.02,63.04,36.48,513.3
1447,61,7,30.43,61.32,36.75,
1448,61,8,,67.77,39.05,481.6
1449,61,9,28.39,69.79,39.71,518.9
1450,61,10,27.28,71.05,37.21,545.2
1451,61,11,26.5,75.98,36.85,542.3
1452,61,12,25.3,81.89,38.15,574.6
1453,61,13,24.0,82.8,41.34,613.6
1454,61,14,23.74,86.17,44.58,664.2
1455,61,15,22.69,91.18,48.41,694.7
1456,61,16,23.08,88.97,48.45,728.2
1457,61,17,22.4,89.93,49.58,732.8
1458,61,18,22.88,86.58,45.93,763.2
1459,61,19,22.8,83.06,46.15,767.8
1460,61,20,23.32,80.17,43.06,717.6
1461,61,21,23.22,79.67,42.02,730.4
1462,61,22,23.38,75.82,47.01,728.6
1463,61,23,24.48,70.57,45.82,700.1
1464,62,0,25.88,67.33,42.25,664.9
1465,62,1,26.73,60.42,41.47,664.6
1466,62,2,26.88,58.85,38.88,579.6
1467,62,3,27.02,59.66,35.7,578.8
1468,62,4,27.07,57.07,39.07,537.3
1469,62,5,26.84,55.02,40.2,545.5
1470,62,6,27.4,55.74,39.99,534.2
1471,62,7,28.11,50.13,38.59,498.0
1472,62,8,27.82,53.93,37.76,494.3
1473,62,9,26.15,66.02,40.99,538.1
1474,62,10,25.52,68.0,41.68,553.0
1475,62,11,24.73,70.62,35.74,563.3
1476,62,12,24.97,76.21,41.56,578.3
1477,62,13,,84.29,42.42,627.4
1478,62,14,22.13,89.59,43.55,699.3
1479,62,15,22.28,84.78,46.0,663.4
1480,62,16,21.81,88.34,46.86,754.4
1481,62,17,21.59,96.9,48.02,762.5
1482,62,18,21.38,97.77,46.49,772.7
1483,62,19,21.56,92.23,43.24,748.4
1484,62,20,22.21,90.62,43.06,730.0
1485,62,21,22.26,83.44,44.91,710.3
1486,62,22,23.46,83.65,42.16,653.9
1487,62,23,23.6,76.37,39.31,604.2
1488,63,0,24.82,72.36,40.47,605.2
1489,63,1,25.93,65.56,38.04,532.9
1490,63,2,26.55,60.3,35.92,518.8
1491,63,3,27.41,61.84,34.12,486.2
1492,63,4,27.76,59.39,33.22,445.8
1493,63,5,27.71,55.85,29.57,488.9
1494,63,6,27.84,51.77,28.57,458.5
1495,63,7,27.33,46.96,29.46,435.8
1496,63,8,27.34,45.63,30.53,448.6
1497,63,9,26.3,49.61,33.63,453.8
1498,63,10,26.07,56.72,38.03,486.2
1499,63,11,24.64,59.23,41.56,525.2
1500,63,12,23.54,68.53,43.7,566.8
1501,63,13,22.42,70.3,43.61,597.8
1502,63,14,22.37,73.5,42.6,612.3
1503,63,15,21.77,73.71,42.93,658.4
1504,63,16,21.04,79.75,44.25,676.7
1505,63,17,20.92,87.78,45.74,678.4
1506,63,18,,82.46,46.46,723.1
1507,63,19,20.02,81.06,45.35,713.5
1508,63,20,21.57,83.6,45.89,727.1
1509,63,21,,76.64,47.04,733.1
1510,63,22,22.99,75.53,47.06,731.1
1511,63,23,24.16,75.64,45.03,706.6
1512,64,0,25.53,71.6,41.43,662.1
1513,64,1,25.39,68.99,38.04,617.9
1514,64,2,25.57,70.12,35.3,573.3
1515,64,3,26.72,71.75,34.75,487.1
1516,64,4,27.15,67.5,34.89,488.0
1517,64,5,28.39,62.94,31.32,481.1
1518,64,6,28.39,58.57,30.14,495.8
1519,64,7,27.33,61.37,30.84,492.3
1520,64,8,26.53,57.83,29.45,517.4
1521,64,9,24.83,59.14,,496.5
1522,64,10,24.41,62.36,31.43,492.5
1523,64,11,23.79,,31.08,
1524,64,12,22.91,68.97,32.49,505.3
1525,64,13,22.75,80.43,34.53,528.9
1526,64,14,22.55,82.66,33.91,548.1
1527,64,15,21.65,83.59,34.53,595.7
1528,64,16,19.97,88.42,36.4,615.0
1529,64,17,,89.73,35.44,602.0
1530,64,18,20.37,93.68,32.56,684.3
1531,64,19,20.71,92.36,29.95,682.2
1532,64,20,21.6,88.91,29.56,645.6
1533,64,21,21.56,80.2,27.14,616.0
1534,64,22,23.43,72.01,26.63,594.6
1535,64,23,23.74,63.27,29.98,568.5
1536,65,0,25.11,61.53,26.74,576.8
1537,65,1,25.19,54.29,25.91,544.6
1538,65,2,25.78,55.58,29.96,563.1
1539,65,3,27.52,53.11,30.2,521.3
1540,65,4,28.0,50.46,28.96,509.4
1541,65,5,28.82,46.92,28.44,518.3
1542,65,6,29.0,49.02,29.37,536.2
1543,65,7,28.72,47.53,33.0,562.0
1544,65,8,28.94,46.73,32.08,552.8
1545,65,9,28.0,53.61,31.08,560.5
1546,65,10,26.16,58.17,29.19,513.8
1547,65,11,24.87,61.3,30.67,539.1
1548,65,12,24.25,67.37,29.15,599.1
1549,65,13,23.47,71.28,29.77,650.0
1550,65,14,21.73,,29.47,671.2
1551,65,15,20.7,76.56,33.12,734.0
1552,65,16,19.98,85.32,33.13,733.3
1553,65,17,19.61,84.48,34.78,720.2
1554,65,18,19.0,89.33,32.03,709.1
1555,65,19,19.13,87.41,32.78,675.8
1556,65,20,19.47,87.65,,682.5
1557,65,21,20.81,86.58,29.72,671.0
1558,65,22,22.22,85.87,34.04,660.6
1559,65,23,23.17,78.39,35.15,618.4
1560,66,0,24.08,76.86,33.86,584.9
1561,66,1,25.27,77.35,39.24,498.8
1562,66,2,25.88,71.27,35.83,486.9
1563,66,3,26.27,66.87,36.96,469.5
1564,66,4,26.65,61.68,32.69,426.9
1565,66,5,27.0,58.24,31.59,419.8
1566,66,6,26.83,62.19,28.62,416.0
1567,66,7,27.11,58.48,29.42,
1568,66,8,27.33,56.44,30.01,455.3
1569,66,9,26.03,63.38,30.08,485.9
1570,66,10,25.48,67.53,33.21,484.9
1571,66,11,24.61,76.55,32.92,505.2
1572,66,12,23.93,77.48,34.62,549.8
1573,66,13,23.0,80.49,37.23,580.1
1574,66,14,21.41,80.98,35.01,613.6
1575,66,15,20.17,83.74,34.45,650.8
1576,66,16,19.85,80.07,35.43,659.6
1577,66,17,20.2,83.61,37.29,697.4
1578,66,18,19.05,84.84,40.33,693.6
1579,66,19,19.65,83.82,39.53,688.1
1580,66,20,20.84,80.87,38.33,686.3
1581,66,21,21.44,75.7,35.86,672.6
1582,66,22,22.59,75.0,35.79,662.7
1583,66,23,23.18,67.81,34.25,638.2
1584,67,0,24.22,65.83,32.74,614.8
1585,67,1,24.5,68.31,31.64,570.4
1586,67,2,24.5,68.52,31.91,511.5
1587,67,3,26.2,59.82,29.96,452.3
1588,67,4,26.57,55.41,27.9,397.8
1589,67,5,27.02,55.01,28.63,441.7
1590,67,6,26.73,53.98,22.59,385.6
1591,67,7,26.24,50.06,22.26,430.7
1592,67,8,26.18,53.0,21.14,427.2
1593,67,9,25.54,55.48,25.12,483.2
1594,67,10,25.26,64.44,25.67,454.8
1595,67,11,24.77,66.7,26.15,487.6
1596,67,12,24.04,73.66,27.77,564.2
1597,67,13,23.22,72.94,28.24,615.5
1598,67,14,23.09,73.23,29.08,635.3
1599,67,15,21.61,78.65,30.79,612.3
1600,67,16,20.96,84.16,31.19,606.2
1601,67,17,21.14,82.29,31.36,664.6
1602,67,18,21.54,82.78,30.13,664.7
1603,67,19,20.76,78.04,28.47,664.1
1604,67,20,20.98,76.42,29.14,664.0
1605,67,21,22.3,76.98,29.95,615.4
1606,67,22,23.26,72.65,26.96,608.2
1607,67,23,24.17,68.52,28.43,573.5
1608,68,0,24.96,61.54,29.59,555.5
1609,68,1,25.71,56.38,30.95,513.7
1610,68,2,26.79,58.85,30.79,450.8
1611,68,3,27.43,56.06,31.37,425.7
1612,68,4,28.03,50.72,35.09,433.1
1613,68,5,28.46,48.69,33.65,437.5
1614,68,6,28.24,43.86,31.08,438.2
1615,68,7,28.42,42.33,28.05,468.1
1616,68,8,29.47,49.15,32.19,474.5
1617,68,9,27.65,51.71,36.21,495.3
1618,68,10,26.92,61.08,34.7,508.2
1619,68,11,25.5,64.25,33.96,563.0
1620,68,12,,67.92,34.27,599.3
1621,68,13,23.7,73.64,,613.7
1622,68,14,23.07,68.94,35.88,605.2
1623,68,15,22.72,73.37,32.81,663.0
1624,68,16,21.98,76.15,38.21,663.9
1625,68,17,21.96,82.61,39.19,680.9
1626,68,18,20.39,85.92,40.13,746.2
1627,68,19,21.35,81.58,39.4,755.4
1628,68,20,21.8,,39.8,775.0
1629,68,21,22.83,80.26,35.94,729.0
1630,68,22,22.82,74.17,33.55,721.5
1631,68,23,23.31,71.24,33.08,
1632,69,0,24.46,66.76,27.73,649.0
1633,69,1,25.5,67.58,,658.4
1634,69,2,26.62,64.51,25.72,606.3
1635,69,3,27.98,61.49,24.96,569.3
1636,69,4,27.61,61.26,23.89,516.8
1637,69,5,28.58,62.24,22.2,521.2
1638,69,6,28.68,62.99,19.26,494.9
1639,69,7,28.42,66.52,20.81,519.6
1640,69,8,27.28,68.24,21.6,482.4
1641,69,9,27.05,69.5,20.43,514.6
1642,69,10,25.08,74.84,22.51,520.8
1643,69,11,24.74,76.43,23.89,568.3
1644,69,12,23.13,78.91,24.97,596.5
1645,69,13,22.41,86.62,22.66,612.1
1646,69,14,21.61,93.32,26.29,631.7
1647,69,15,21.56,94.25,25.69,636.9
1648,69,16,20.87,93.38,27.63,681.6
1649,69,17,20.17,97.77,27.47,668.2
1650,69,18,19.89,98.84,27.94,670.3
1651,69,19,20.8,97.38,31.19,679.8
1652,69,20,21.45,93.13,32.6,711.1
1653,69,21,21.83,90.29,34.79,688.2
1654,69,22,22.53,85.72,34.91,654.4
1655,69,23,22.72,78.9,34.93,630.7
1656,70,0,24.12,,30.43,545.5
1657,70,1,24.37,70.73,29.21,490.2
1658,70,2,25.96,65.22,28.26,461.4
1659,70,3,26.98,64.29,30.35,428.1
1660,70,4,28.9,64.98,28.88,380.0
1661,70,5,28.59,65.23,29.27,404.4
1662,70,6,28.65,62.53,29.78,416.4
1663,70,7,29.41,64.21,32.36,431.3
1664,70,8,29.42,64.71,32.38,431.6
1665,70,9,28.17,62.28,34.6,460.1
1666,70,10,27.31,66.88,31.79,503.9
1667,70,11,26.21,70.24,29.66,529.4
1668,70,12,25.21,81.24,26.58,575.4
1669,70,13,23.71,,30.05,588.1
1670,70,14,22.68,91.88,32.99,623.8
1671,70,15,21.04,93.85,36.04,680.5
1672,70,16,20.63,,35.53,729.0
1673,70,17,20.57,91.89,35.13,768.3
1674,70,18,20.36,86.16,35.44,769.7
1675,70,19,19.75,82.75,38.59,756.9
1676,70,20,20.85,81.19,41.65,725.5
1677,70,21,21.74,72.58,42.33,656.1
1678,70,22,22.23,68.68,41.76,600.0
1679,70,23,23.14,65.27,43.05,573.9
1680,71,0,23.53,61.66,40.85,546.8
1681,71,1,24.28,56.69,38.51,557.2
1682,71,2,25.26,53.08,36.9,561.0
1683,71,3,26.99,56.19,33.79,514.0
1684,71,4,27.41,56.09,32.71,513.8
1685,71,5,28.28,52.94,30.04,485.4
1686,71,6,28.21,52.45,32.14,496.5
1687,71,7,28.29,53.12,33.33,516.5
1688,71,8,27.88,52.53,36.45,553.0
1689,71,9,27.74,53.09,33.43,549.5
1690,71,10,26.61,59.93,38.02,592.9
1691,71,11,24.88,62.55,35.44,565.5
1692,71,12,23.33,63.54,34.03,627.9
1693,71,13,22.31,68.03,34.02,652.6
1694,71,14,21.0,72.67,37.91,676.7
1695,71,15,20.72,70.42,39.21,646.6
1696,71,16,20.09,73.89,39.33,660.2
1697,71,17,21.12,79.07,38.18,711.2
1698,71,18,20.07,81.58,35.75,703.9
1699,71,19,20.44,88.17,38.33,718.6
1700,71,20,20.37,89.99,39.71,705.7
1701,71,21,20.95,91.13,41.79,711.6
1702,71,22,22.05,95.18,41.49,686.2
1703,71,23,21.99,91.74,34.94,628.8
1704,72,0,23.5,86.24,31.67,598.2
1705,72,1,25.74,83.37,32.04,606.2
1706,72,2,26.5,76.05,30.68,582.9
1707,72,3,27.52,71.7,29.13,547.6
1708,72,4,28.69,65.95,26.75,578.9
1709,72,5,28.92,64.64,28.89,582.3
1710,72,6,28.72,61.15,30.06,582.9
1711,72,7,27.46,58.95,31.47,578.4
1712,72,8,27.63,61.36,30.74,593.5
1713,72,9,27.07,62.9,31.99,616.0
1714,72,10,25.85,59.91,30.35,570.2
1715,72,11,25.15,59.58,31.51,603.6
1716,72,12,23.97,60.92,27.93,624.5
1717,72,13,22.84,63.36,26.73,638.6
1718,72,14,22.38,69.61,28.19,660.7
1719,72,15,20.98,74.46,34.85,645.7
1720,72,16,21.08,80.92,32.4,624.8
1721,72,17,20.04,85.08,31.13,679.1
1722,72,18,19.77,88.89,32.7,699.5
1723,72,19,21.09,89.9,36.96,637.5
1724,72,20,22.04,88.56,37.38,622.3
1725,72,21,22.6,88.98,38.49,636.8
1726,72,22,22.85,87.82,37.16,611.6
1727,72,23,23.56,84.28,35.4,620.5
1728,73,0,24.7,83.17,34.84,616.8
1729,73,1,25.79,70.88,32.76,548.8
1730,73,2,26.75,66.03,33.62,518.9
1731,73,3,27.59,61.81,29.78,485.6
1732,73,4,,62.83,31.43,435.9
1733,73,5,27.88,65.58,31.39,396.2
1734,73,6,27.95,59.76,31.07,384.9
1735,73,7,28.47,64.19,28.2,386.9
1736,73,8,27.45,61.39,27.21,420.4
1737,73,9,26.92,60.1,30.97,
1738,73,10,25.85,62.69,31.79,520.0
1739,73,11,25.17,65.62,33.74,570.6
1740,73,12,24.11,65.18,33.34,594.6
1741,73,13,23.99,71.89,34.79,641.5
1742,73,14,23.27,78.1,33.45,665.2
1743,73,15,21.73,84.61,,678.2
1744,73,16,21.52,85.54,37.12,745.8
1745,73,17,20.73,86.95,38.62,693.3
1746,73,18,20.39,87.41,37.31,654.1
1747,73,19,20.81,92.03,37.0,669.6
1748,73,20,21.03,81.48,38.2,658.2
1749,73,21,22.22,76.77,37.52,610.3
1750,73,22,22.66,74.51,36.5,570.5
1751,73,23,23.39,68.38,39.75,532.2
1752,74,0,24.22,64.77,36.8,538.6
1753,74,1,25.14,61.54,38.11,547.5
1754,74,2,26.85,56.9,34.8,563.2
1755,74,3,28.03,55.08,35.48,495.6
1756,74,4,29.5,55.52,36.31,445.8
1757,74,5,30.84,53.92,34.8,406.0
1758,74,6,30.08,52.68,32.26,446.4
1759,74,7,29.78,53.42,28.72,466.6
1760,74,8,28.63,55.61,28.54,483.8
1761,74,9,27.59,53.4,30.93,511.2
1762,74,10,26.52,59.09,30.15,535.9
1763,74,11,25.15,62.24,32.01,538.2
1764,74,12,23.79,70.87,30.71,587.5
1765,74,13,22.95,76.92,32.14,616.6
1766,74,14,21.61,84.19,31.63,618.6
1767,74,15,21.51,83.98,33.28,
1768,74,16,20.57,85.37,33.81,677.3
1769,74,17,21.8,83.39,32.75,700.0
1770,74,18,21.34,82.46,,704.4
1771,74,19,21.48,86.56,31.73,726.0
1772,74,20,21.2,89.83,29.88,719.1
1773,74,21,22.79,83.75,32.74,676.8
1774,74,22,24.09,79.47,32.17,662.4
1775,74,23,25.03,75.97,27.77,643.2
1776,75,0,25.22,74.19,26.8,624.4
1777,75,1,26.35,65.13,28.91,616.9
1778,75,2,26.74,57.43,27.42,566.7
1779,75,3,28.39,57.02,30.65,555.9
1780,75,4,29.37,49.71,28.96,489.1
1781,75,5,29.68,48.38,30.34,476.6
1782,75,6,28.48,49.86,32.88,468.3
1783,75,7,28.01,52.89,34.25,511.9
1784,75,8,28.17,54.94,32.12,517.4
1785,75,9,28.26,,31.35,550.1
1786,75,10,27.95,63.74,35.14,527.3
1787,75,11,26.05,68.76,34.83,551.1
1788,75,12,25.22,71.08,38.28,565.4
1789,75,13,24.71,75.66,38.68,665.3
1790,75,14,22.82,80.93,40.23,674.3
1791,75,15,22.09,89.51,38.53,700.7
1792,75,16,21.67,93.92,38.45,722.5
1793,75,17,21.15,98.5,37.68,693.9
1794,75,18,20.15,96.25,38.97,690.2
1795,75,19,20.36,93.58,39.61,702.7
1796,75,20,20.82,91.06,40.66,696.9
1797,75,21,21.59,88.05,39.42,623.5
1798,75,22,22.32,81.82,37.18,595.8
1799,75,23,23.27,82.28,37.18,604.2
1800,76,0,24.5,80.85,34.59,594.2
1801,76,1,25.93,75.57,36.37,596.7
1802,76,2,26.84,73.57,35.56,541.3
1803,76,3,27.57,70.64,34.46,550.6
1804,76,4,28.38,69.91,35.16,
1805,76,5,27.92,63.68,34.89,553.1
1806,76,6,28.56,62.62,31.71,541.2
1807,76,7,28.6,62.91,30.31,487.5
1808,76,8,28.35,66.27,33.57,522.8
1809,76,9,28.3,66.55,34.84,529.3
1810,76,10,26.49,62.2,32.71,545.3
1811,76,11,24.73,63.52,35.08,539.8
1812,76,12,24.18,68.44,35.57,618.6
1813,76,13,23.4,73.63,35.49,636.6
1814,76,14,22.72,83.27,34.91,706.9
1815,76,15,21.81,88.37,38.65,716.8
1816,76,16,21.67,91.02,35.98,710.8
1817,76,17,21.81,92.42,35.66,757.7
1818,76,18,21.88,96.27,37.08,756.6
1819,76,19,21.81,93.62,41.01,748.5
1820,76,20,21.12,91.59,42.23,702.7
1821,76,21,22.32,85.91,40.26,675.4
1822,76,22,23.84,87.43,42.99,665.9
1823,76,23,25.06,84.82,39.46,606.8
1824,77,0,25.54,78.53,39.36,569.1
1825,77,1,26.91,74.31,39.62,535.4
1826,77,2,28.24,72.28,37.09,516.5
1827,77,3,29.71,68.31,38.01,535.5
1828,77,4,29.64,64.31,36.54,509.3
1829,77,5,29.81,61.05,37.8,481.5
1830,77,6,30.24,,34.1,549.9
1831,77,7,30.0,61.66,35.39,536.2
1832,77,8,28.93,62.16,35.33,539.2
1833,77,9,28.53,61.03,38.69,546.5
1834,77,10,27.97,65.29,39.58,563.3
1835,77,11,26.97,69.15,43.19,594.4
1836,77,12,25.98,72.84,45.14,648.4
1837,77,13,24.74,78.12,45.73,686.1
1838,77,14,24.49,84.63,48.12,737.5
1839,77,15,23.04,90.15,50.26,780.7
1840,77,16,22.06,94.22,51.43,794.5
1841,77,17,21.69,,46.79,806.2
1842,77,18,22.01,93.59,45.02,828.5
1843,77,19,21.33,90.11,47.9,784.3
1844,77,20,21.17,87.37,44.95,828.6
1845,77,21,20.99,85.73,46.29,782.1
1846,77,22,22.21,80.88,46.9,
1847,77,23,22.91,78.38,44.37,671.3
1848,78,0,24.1,72.3,39.39,608.8
1849,78,1,25.79,64.41,37.66,605.1
1850,78,2,26.62,64.72,,631.8
1851,78,3,27.78,61.19,38.88,583.3
1852,78,4,28.42,57.36,36.89,567.1
1853,78,5,29.31,53.82,34.87,554.4
1854,78,6,29.74,56.08,37.7,569.2
1855,78,7,29.26,61.89,37.6,619.9
1856,78,8,28.85,62.73,37.02,654.1
1857,78,9,28.81,65.1,40.87,648.0
1858,78,10,28.13,72.07,42.92,670.8
1859,78,11,26.39,70.45,41.99,700.5
1860,78,12,25.77,81.06,40.72,716.0
1861,78,13,24.19,92.31,44.45,707.0
1862,78,14,24.05,86.96,45.56,709.4
1863,78,15,23.68,90.01,43.4,760.3
1864,78,16,23.05,90.49,,804.2
1865,78,17,22.58,91.69,39.77,800.9
1866,78,18,22.22,91.48,38.31,803.7
1867,78,19,22.61,94.04,35.14,822.0
1868,78,20,22.7,92.47,,756.5
1869,78,21,23.38,87.65,32.87,723.4
1870,78,22,24.57,84.61,32.61,748.3
1871,78,23,25.11,83.13,36.47,718.7
1872,79,0,25.78,76.04,35.86,651.5
1873,79,1,26.23,67.95,35.42,620.8
1874,79,2,26.8,71.56,36.34,
1875,79,3,26.93,66.92,35.73,520.4
1876,79,4,28.28,64.7,36.57,510.3
1877,79,5,29.8,62.58,37.26,492.2
1878,79,6,30.64,64.37,37.79,451.3
1879,79,7,29.54,70.58,43.82,467.1
1880,79,8,29.55,73.53,,483.7
1881,79,9,29.59,70.91,,509.6
1882,79,10,28.36,70.01,45.37,532.1
1883,79,11,27.36,73.08,44.58,542.3
